aveQtyPerPurchase,medHitTotal,medPageView,medRevenuePerSess,medTimeBtwnSess,minTimeBtwnSess,numOfSess,percentSessWithPurchase
126.0,285.0,-152.5,38.5,941.5,1716.0,-1161.25,46.5
126.0,561.0,-92.5,38.5,941.5,3372.0,-711.25,46.5
126.0,183.0,-160.0,38.5,941.5,1104.0,-1217.5,46.5
217.0,921.0,-47.5,2371.18,1578.5,5532.0,-373.75,2379.18
183.866666667,681.0,-77.5,392.49,1346.56666667,4092.0,-598.75,400.49
250.727272727,531.0,-115.0,4183.9,1814.59090909,3192.0,-880.0,4191.9
179.666666667,633.0,-92.5,91.0,1317.16666667,3804.0,-711.25,99.0
126.0,477.0,-122.5,38.5,941.5,2868.0,-936.25,46.5
150.5,1323.0,50.0,1714.58,1113.0,7944.0,357.5,1722.58
133.0,399.0,-130.0,821.17,990.5,2400.0,-992.5,829.17
183.75,318.0,-141.25,2509.22,1345.75,1914.0,-1076.875,2517.22
177.916666667,732.0,-77.5,4512.795,1304.91666667,4398.0,-598.75,4520.795
126.0,273.0,-145.0,38.5,941.5,1644.0,-1105.0,46.5
126.0,423.0,-107.5,38.5,941.5,2544.0,-823.75,46.5
126.0,735.0,-100.0,38.5,941.5,4416.0,-767.5,46.5
129.5,501.0,-115.0,952.21,966.0,3012.0,-880.0,960.21
126.0,147.0,-130.0,38.5,941.5,888.0,-992.5,46.5
216.611111111,585.0,-85.0,1484.98,1575.77777778,3516.0,-655.0,1492.98
129.5,315.0,-141.25,319.655,966.0,1896.0,-1076.875,327.655
201.25,633.0,-77.5,4268.425,1468.25,3804.0,-598.75,4276.425
126.0,333.0,-145.0,38.5,941.5,2004.0,-1105.0,46.5
196.0,759.0,-85.0,1007.79,1431.5,4560.0,-655.0,1015.79
126.0,237.0,-160.0,38.5,941.5,1428.0,-1217.5,46.5
126.0,291.0,-160.0,38.5,941.5,1752.0,-1217.5,46.5
133.0,405.0,-122.5,2393.02,990.5,2436.0,-936.25,2401.02
157.5,363.0,-133.75,113.785,1162.0,2184.0,-1020.625,121.785
151.9,465.0,-107.5,1097.915,1122.8,2796.0,-823.75,1105.915
133.0,405.0,-130.0,352.17,990.5,2436.0,-992.5,360.17
133.0,600.0,-85.0,38.5,990.5,3606.0,-655.0,46.5
137.2,627.0,-107.5,87.71,1019.9,3768.0,-823.75,95.71
126.0,831.0,-47.5,38.5,941.5,4992.0,-373.75,46.5
147.0,339.0,-137.5,17399.55,1088.5,2040.0,-1048.75,17407.55
126.0,249.0,-152.5,38.5,941.5,1500.0,-1161.25,46.5
126.0,309.0,-148.75,38.5,941.5,1860.0,-1133.125,46.5
191.333333333,795.0,-85.0,878.99,1398.83333333,4776.0,-655.0,886.99
126.0,969.0,-40.0,38.5,941.5,5820.0,-317.5,46.5
273.0,447.0,-115.0,1469.23,1970.5,2688.0,-880.0,1477.23
133.0,417.0,-130.0,641.83,990.5,2508.0,-992.5,649.83
126.0,1347.0,-115.0,38.5,941.5,8088.0,-880.0,46.5
483.875,1608.0,102.5,6704.6,3446.625,9654.0,751.25,6712.6
155.75,561.0,-92.5,889.455,1149.75,3372.0,-711.25,897.455
126.0,225.0,-160.0,38.5,941.5,1356.0,-1217.5,46.5
126.0,345.0,-137.5,38.5,941.5,2076.0,-1048.75,46.5
210.0,411.0,-130.0,209.02,1529.5,2472.0,-992.5,217.02
161.0,585.0,-100.0,11771.13,1186.5,3516.0,-767.5,11779.13
126.0,267.0,-152.5,38.5,941.5,1608.0,-1161.25,46.5
214.666666667,429.0,-122.5,862.54,1562.16666667,2580.0,-936.25,870.54
236.6,465.0,-122.5,800.1,1715.7,2796.0,-936.25,808.1
126.0,231.0,-160.0,38.5,941.5,1392.0,-1217.5,46.5
126.0,285.0,-100.0,38.5,941.5,1716.0,-767.5,46.5
140.0,435.0,-137.5,240.45,1039.5,2616.0,-1048.75,248.45
259.0,681.0,-85.0,4544.33,1872.5,4092.0,-655.0,4552.33
133.0,753.0,-77.5,38.5,990.5,4524.0,-598.75,46.5
158.148148148,597.0,-92.5,11385.78,1166.53703704,3588.0,-711.25,11393.78
126.0,303.0,-122.5,38.5,941.5,1824.0,-936.25,46.5
126.0,561.0,-115.0,38.5,941.5,3372.0,-880.0,46.5
201.090909091,981.0,-17.5,3263.82,1467.13636364,5892.0,-148.75,3271.82
196.0,891.0,-40.0,8497.23,1431.5,5352.0,-317.5,8505.23
126.0,459.0,-115.0,38.5,941.5,2760.0,-880.0,46.5
609.0,813.0,-62.5,19657.89,4322.5,4884.0,-486.25,19665.89
298.666666667,459.0,-122.5,1555.4,2150.16666667,2760.0,-936.25,1563.4
1029.7,918.0,-13.75,16927.925,7267.4,5514.0,-120.625,16935.925
147.0,741.0,-70.0,13620.46,1088.5,4452.0,-542.5,13628.46
630.0,492.0,-122.5,8854.72,4469.5,2958.0,-936.25,8862.72
126.0,255.0,-152.5,38.5,941.5,1536.0,-1161.25,46.5
133.0,501.0,-115.0,854.63,990.5,3012.0,-880.0,862.63
126.0,435.0,-122.5,38.5,941.5,2616.0,-936.25,46.5
126.0,351.0,-100.0,38.5,941.5,2112.0,-767.5,46.5
154.0,423.0,-137.5,117.46,1137.5,2544.0,-1048.75,125.46
126.0,237.0,-152.5,38.5,941.5,1428.0,-1161.25,46.5
518.0,1053.0,-17.5,42910.56,3685.5,6324.0,-148.75,42918.56
161.0,351.0,-137.5,269.92,1186.5,2112.0,-1048.75,277.92
220.5,741.0,-141.25,8295.77,1603.0,4452.0,-1076.875,8303.77
126.0,1047.0,-32.5,38.5,941.5,6288.0,-261.25,46.5
126.0,303.0,-152.5,38.5,941.5,1824.0,-1161.25,46.5
126.0,249.0,-152.5,38.5,941.5,1500.0,-1161.25,46.5
133.0,393.0,-137.5,689.78,990.5,2364.0,-1048.75,697.78
133.0,543.0,-40.0,429.38,990.5,3264.0,-317.5,437.38
126.0,264.0,-156.25,38.5,941.5,1590.0,-1189.375,46.5
126.0,243.0,-152.5,38.5,941.5,1464.0,-1161.25,46.5
133.0,537.0,-115.0,9047.5,990.5,3228.0,-880.0,9055.5
126.0,219.0,-160.0,38.5,941.5,1320.0,-1217.5,46.5
128.8,459.0,-130.0,38.5,961.1,2760.0,-992.5,46.5
141.75,489.0,-118.75,513.345,1051.75,2940.0,-908.125,521.345
210.0,363.0,-137.5,571.9,1529.5,2184.0,-1048.75,579.9
214.666666667,411.0,-62.5,20229.23,1562.16666667,2472.0,-486.25,20237.23
133.0,507.0,-107.5,3484.25,990.5,3048.0,-823.75,3492.25
147.0,657.0,-92.5,2397.71,1088.5,3948.0,-711.25,2405.71
126.0,753.0,-85.0,38.5,941.5,4524.0,-655.0,46.5
469.0,807.0,-62.5,4597.18,3342.5,4848.0,-486.25,4605.18
161.0,357.0,-145.0,1870.89,1186.5,2148.0,-1105.0,1878.89
217.0,429.0,-122.5,2145.36,1578.5,2580.0,-936.25,2153.36
135.333333333,405.0,-137.5,38.5,1006.83333333,2436.0,-1048.75,46.5
126.0,363.0,-145.0,38.5,941.5,2184.0,-1105.0,46.5
140.0,321.0,-137.5,2336.18,1039.5,1932.0,-1048.75,2344.18
189.0,339.0,-107.5,2484.37,1382.5,2040.0,-823.75,2492.37
126.0,249.0,-145.0,38.5,941.5,1500.0,-1105.0,46.5
185.956521739,705.0,-70.0,870.1,1361.19565217,4236.0,-542.5,878.1
126.0,291.0,-175.0,38.5,941.5,1752.0,-1330.0,46.5
161.0,429.0,-115.0,523.32,1186.5,2580.0,-880.0,531.32
126.0,477.0,-122.5,38.5,941.5,2868.0,-936.25,46.5
126.0,243.0,-145.0,38.5,941.5,1464.0,-1105.0,46.5
155.4,489.0,-122.5,1007.23,1147.3,2940.0,-936.25,1015.23
126.0,837.0,-70.0,38.5,941.5,5028.0,-542.5,46.5
172.666666667,387.0,-137.5,958.16,1268.16666667,2328.0,-1048.75,966.16
133.0,549.0,-100.0,921.55,990.5,3300.0,-767.5,929.55
133.0,345.0,-137.5,2349.76,990.5,2076.0,-1048.75,2357.76
128.333333333,465.0,-122.5,38.5,957.833333333,2796.0,-936.25,46.5
126.0,183.0,-167.5,38.5,941.5,1104.0,-1273.75,46.5
126.0,345.0,-130.0,38.5,941.5,2076.0,-992.5,46.5
130.2,342.0,-111.25,38.5,970.9,2058.0,-851.875,46.5
126.0,891.0,-2.5,38.5,941.5,5352.0,-36.25,46.5
126.0,1443.0,117.5,38.5,941.5,8664.0,863.75,46.5
129.5,399.0,-133.75,153.965,966.0,2400.0,-1020.625,161.965
126.0,285.0,-130.0,38.5,941.5,1716.0,-992.5,46.5
154.0,441.0,-122.5,679.56,1137.5,2652.0,-936.25,687.56
126.0,225.0,-137.5,38.5,941.5,1356.0,-1048.75,46.5
161.0,867.0,-40.0,974.47,1186.5,5208.0,-317.5,982.47
329.0,573.0,-100.0,4870.005,2362.5,3444.0,-767.5,4878.005
245.0,633.0,-92.5,8807.47,1774.5,3804.0,-711.25,8815.47
126.0,225.0,-160.0,38.5,941.5,1356.0,-1217.5,46.5
126.0,213.0,-160.0,38.5,941.5,1284.0,-1217.5,46.5
203.0,357.0,-137.5,39060.91,1480.5,2148.0,-1048.75,39068.91
217.0,609.0,-66.25,420.56,1578.5,3660.0,-514.375,428.56
169.75,456.0,-118.75,646.1,1247.75,2742.0,-908.125,654.1
154.0,387.0,-130.0,345.1,1137.5,2328.0,-992.5,353.1
221.666666667,459.0,-115.0,38.5,1611.16666667,2760.0,-880.0,46.5
136.5,672.0,-73.75,1161.58,1015.0,4038.0,-570.625,1169.58
126.0,681.0,-92.5,38.5,941.5,4092.0,-711.25,46.5
266.0,501.0,-122.5,2168.18,1921.5,3012.0,-936.25,2176.18
203.0,639.0,-100.0,388.99,1480.5,3840.0,-767.5,396.99
721.0,471.0,-40.0,27753.67,5106.5,2832.0,-317.5,27761.67
301.0,1119.0,-40.0,8612.31,2166.5,6720.0,-317.5,8620.31
154.0,441.0,-130.0,1439.76,1137.5,2652.0,-992.5,1447.76
126.0,213.0,-152.5,38.5,941.5,1284.0,-1161.25,46.5
133.0,435.0,-122.5,1449.7,990.5,2616.0,-936.25,1457.7
679.0,1629.0,110.0,58156.525,4812.5,9780.0,807.5,58164.525
126.0,423.0,-55.0,38.5,941.5,2544.0,-430.0,46.5
147.0,363.0,-130.0,245.98,1088.5,2184.0,-992.5,253.98
126.0,747.0,-70.0,38.5,941.5,4488.0,-542.5,46.5
126.0,321.0,-145.0,38.5,941.5,1932.0,-1105.0,46.5
156.722222222,474.0,-103.75,1748.075,1156.55555556,2850.0,-795.625,1756.075
182.0,423.0,-107.5,1106.14,1333.5,2544.0,-823.75,1114.14
133.0,453.0,-115.0,375.34,990.5,2724.0,-880.0,383.34
392.0,987.0,-25.0,5531.82,2803.5,5928.0,-205.0,5539.82
147.0,573.0,-107.5,3516.52,1088.5,3444.0,-823.75,3524.52
126.0,471.0,-107.5,38.5,941.5,2832.0,-823.75,46.5
155.4,453.0,-100.0,726.32,1147.3,2724.0,-767.5,734.32
147.0,399.0,-130.0,1040.27,1088.5,2400.0,-992.5,1048.27
182.0,495.0,-122.5,486.99,1333.5,2976.0,-936.25,494.99
231.0,405.0,-130.0,535.92,1676.5,2436.0,-992.5,543.92
175.0,891.0,-43.75,2119.705,1284.5,5352.0,-345.625,2127.705
126.0,279.0,-152.5,38.5,941.5,1680.0,-1161.25,46.5
147.0,597.0,-92.5,1298.15,1088.5,3588.0,-711.25,1306.15
140.0,411.0,-122.5,622.58,1039.5,2472.0,-936.25,630.58
175.0,897.0,-25.0,982.73,1284.5,5388.0,-205.0,990.73
126.0,309.0,-152.5,38.5,941.5,1860.0,-1161.25,46.5
126.0,1095.0,-40.0,38.5,941.5,6576.0,-317.5,46.5
126.0,225.0,-137.5,38.5,941.5,1356.0,-1048.75,46.5
145.444444444,465.0,-130.0,1200.36,1077.61111111,2796.0,-992.5,1208.36
126.0,249.0,-160.0,38.5,941.5,1500.0,-1217.5,46.5
154.0,471.0,-130.0,1105.44,1137.5,2832.0,-992.5,1113.44
210.0,555.0,-107.5,2298.59,1529.5,3336.0,-823.75,2306.59
167.263157895,447.0,-122.5,862.33,1230.34210526,2688.0,-936.25,870.33
126.0,675.0,-85.0,38.5,941.5,4056.0,-655.0,46.5
133.0,381.0,-133.75,58.1,990.5,2292.0,-1020.625,66.1
308.0,711.0,-77.5,2457.84,2215.5,4272.0,-598.75,2465.84
176.4,483.0,-122.5,623.21,1294.3,2904.0,-936.25,631.21
126.0,321.0,-130.0,38.5,941.5,1932.0,-992.5,46.5
126.0,351.0,-130.0,38.5,941.5,2112.0,-992.5,46.5
133.0,483.0,-115.0,1580.88,990.5,2904.0,-880.0,1588.88
126.0,225.0,-152.5,38.5,941.5,1356.0,-1161.25,46.5
126.0,939.0,-25.0,38.5,941.5,5640.0,-205.0,46.5
168.0,399.0,-130.0,6336.89,1235.5,2400.0,-992.5,6344.89
462.75,555.0,-100.0,1159.655,3298.75,3336.0,-767.5,1167.655
126.0,552.0,-103.75,38.5,941.5,3318.0,-795.625,46.5
217.0,363.0,-137.5,2462.25,1578.5,2184.0,-1048.75,2470.25
147.0,1107.0,-2.5,1861.3,1088.5,6648.0,-36.25,1869.3
133.0,429.0,-130.0,1261.19,990.5,2580.0,-992.5,1269.19
169.75,579.0,-100.0,1903.615,1247.75,3480.0,-767.5,1911.615
134.4,255.0,-145.0,38.5,1000.3,1536.0,-1105.0,46.5
140.0,603.0,-77.5,839.23,1039.5,3624.0,-598.75,847.23
210.0,1452.0,35.0,43561.42,1529.5,8718.0,245.0,43569.42
140.0,336.0,-145.0,308.42,1039.5,2022.0,-1105.0,316.42
168.0,579.0,-115.0,2139.83,1235.5,3480.0,-880.0,2147.83
126.0,783.0,-62.5,38.5,941.5,4704.0,-486.25,46.5
178.5,453.0,-122.5,2112.67,1309.0,2724.0,-936.25,2120.67
126.0,363.0,-130.0,38.5,941.5,2184.0,-992.5,46.5
129.5,522.0,-88.75,75.04,966.0,3138.0,-683.125,83.04
126.0,759.0,-32.5,38.5,941.5,4560.0,-261.25,46.5
126.0,273.0,-145.0,38.5,941.5,1644.0,-1105.0,46.5
126.0,717.0,-70.0,38.5,941.5,4308.0,-542.5,46.5
126.0,285.0,-152.5,38.5,941.5,1716.0,-1161.25,46.5
133.0,303.0,-115.0,207.41,990.5,1824.0,-880.0,215.41
140.0,369.0,-130.0,192.64,1039.5,2220.0,-992.5,200.64
198.333333333,525.0,-107.5,974.26,1447.83333333,3156.0,-823.75,982.26
126.0,297.0,-152.5,38.5,941.5,1788.0,-1161.25,46.5
126.0,489.0,-100.0,38.5,941.5,2940.0,-767.5,46.5
126.0,855.0,20.0,38.5,941.5,5136.0,132.5,46.5
154.0,363.0,-130.0,27077.68,1137.5,2184.0,-992.5,27085.68
133.0,399.0,-130.0,600.88,990.5,2400.0,-992.5,608.88
147.0,711.0,-85.0,224.14,1088.5,4272.0,-655.0,232.14
149.333333333,420.0,-130.0,244.51,1104.83333333,2526.0,-992.5,252.51
191.916666667,501.0,-100.0,1078.665,1402.91666667,3012.0,-767.5,1086.665
126.0,249.0,-160.0,38.5,941.5,1500.0,-1217.5,46.5
126.0,291.0,-160.0,38.5,941.5,1752.0,-1217.5,46.5
140.0,381.0,-137.5,1643.46,1039.5,2292.0,-1048.75,1651.46
252.0,1029.0,-10.0,1720.88,1823.5,6180.0,-92.5,1728.88
175.538461538,417.0,-122.5,1903.93,1288.26923077,2508.0,-936.25,1911.93
166.6,390.0,-133.75,757.785,1225.7,2346.0,-1020.625,765.785
175.7,573.0,-92.5,1307.46,1289.4,3444.0,-711.25,1315.46
315.0,447.0,-122.5,462.14,2264.5,2688.0,-936.25,470.14
319.2,369.0,-130.0,2649.99,2293.9,2220.0,-992.5,2657.99
316.944444445,597.0,-77.5,746.13,2278.11111111,3588.0,-598.75,754.13
126.0,615.0,-92.5,38.5,941.5,3696.0,-711.25,46.5
126.0,333.0,-62.5,38.5,941.5,2004.0,-486.25,46.5
126.0,1083.0,-40.0,38.5,941.5,6504.0,-317.5,46.5
126.0,795.0,-77.5,38.5,941.5,4776.0,-598.75,46.5
169.0,333.0,-141.25,38.5,1242.5,2004.0,-1076.875,46.5
411.833333333,627.0,-85.0,2110.08,2942.33333333,3768.0,-655.0,2118.08
126.0,273.0,-160.0,38.5,941.5,1644.0,-1217.5,46.5
275.1875,405.0,-122.5,2197.93,1985.8125,2436.0,-936.25,2205.93
133.0,969.0,-25.0,586.74,990.5,5820.0,-205.0,594.74
126.0,387.0,-107.5,38.5,941.5,2328.0,-823.75,46.5
133.0,663.0,-92.5,862.33,990.5,3984.0,-711.25,870.33
126.0,627.0,177.5,38.5,941.5,3768.0,1313.75,46.5
126.0,261.0,-152.5,38.5,941.5,1572.0,-1161.25,46.5
181.416666667,717.0,-88.75,1475.635,1329.41666667,4308.0,-683.125,1483.635
175.0,345.0,-137.5,253.96,1284.5,2076.0,-1048.75,261.96
168.0,633.0,-77.5,1708.91,1235.5,3804.0,-598.75,1716.91
170.333333333,369.0,-122.5,1039.5,1251.83333333,2220.0,-936.25,1047.5
126.0,171.0,-145.0,38.5,941.5,1032.0,-1105.0,46.5
154.0,498.0,-118.75,3578.645,1137.5,2994.0,-908.125,3586.645
183.166666667,387.0,-133.75,2980.74,1341.66666667,2328.0,-1020.625,2988.74
266.0,501.0,-107.5,677.6,1921.5,3012.0,-823.75,685.6
230.5625,669.0,-81.25,2001.685,1673.4375,4020.0,-626.875,2009.685
262.75,504.0,-100.0,444.5,1898.75,3030.0,-767.5,452.5
216.176470588,423.0,-130.0,1052.17,1572.73529412,2544.0,-992.5,1060.17
126.0,315.0,-130.0,38.5,941.5,1896.0,-992.5,46.5
126.0,939.0,12.5,38.5,941.5,5640.0,76.25,46.5
311.5,447.0,-118.75,1495.55,2240.0,2688.0,-908.125,1503.55
199.0,531.0,-100.0,922.32,1452.5,3192.0,-767.5,930.32
126.0,732.0,-81.25,38.5,941.5,4398.0,-626.875,46.5
282.153846154,525.0,-111.25,4406.85,2034.57692308,3156.0,-851.875,4414.85
263.666666667,489.0,-122.5,5249.23,1905.16666667,2940.0,-936.25,5257.23
133.0,969.0,27.5,48.93,990.5,5820.0,188.75,56.93
126.0,675.0,-77.5,38.5,941.5,4056.0,-598.75,46.5
140.0,381.0,-137.5,520.52,1039.5,2292.0,-1048.75,528.52
126.0,345.0,-137.5,38.5,941.5,2076.0,-1048.75,46.5
180.6,363.0,-130.0,3717.7,1323.7,2184.0,-992.5,3725.7
140.0,549.0,-100.0,295.33,1039.5,3300.0,-767.5,303.33
126.0,843.0,-21.25,38.5,941.5,5064.0,-176.875,46.5
126.0,303.0,-152.5,38.5,941.5,1824.0,-1161.25,46.5
126.0,621.0,-55.0,38.5,941.5,3732.0,-430.0,46.5
133.0,483.0,-115.0,75.53,990.5,2904.0,-880.0,83.53
217.0,1584.0,-58.75,193.2,1578.5,9510.0,-458.125,201.2
140.0,381.0,-137.5,1175.44,1039.5,2292.0,-1048.75,1183.44
189.0,438.0,-126.25,1366.435,1382.5,2634.0,-964.375,1374.435
154.0,1407.0,87.5,81.34,1137.5,8448.0,638.75,89.34
126.0,531.0,-100.0,38.5,941.5,3192.0,-767.5,46.5
140.0,447.0,-130.0,2458.68,1039.5,2688.0,-992.5,2466.68
268.8,477.0,-115.0,2107.0,1941.1,2868.0,-880.0,2115.0
322.0,705.0,-55.0,21391.3,2313.5,4236.0,-430.0,21399.3
128.0,462.0,-100.0,38.5,955.5,2778.0,-767.5,46.5
294.0,429.0,-122.5,2415.7,2117.5,2580.0,-936.25,2423.7
140.0,405.0,-137.5,3732.96,1039.5,2436.0,-1048.75,3740.96
154.0,387.0,-137.5,3979.15,1137.5,2328.0,-1048.75,3987.15
133.0,399.0,-130.0,5650.12,990.5,2400.0,-992.5,5658.12
133.0,747.0,-70.0,862.33,990.5,4488.0,-542.5,870.33
139.461538462,405.0,-115.0,43.33,1035.73076923,2436.0,-880.0,51.33
126.0,312.0,-141.25,38.5,941.5,1878.0,-1076.875,46.5
182.0,903.0,-47.5,9531.34,1333.5,5424.0,-373.75,9539.34
175.0,369.0,-137.5,438.83,1284.5,2220.0,-1048.75,446.83
126.0,315.0,-137.5,38.5,941.5,1896.0,-1048.75,46.5
126.0,663.0,-77.5,38.5,941.5,3984.0,-598.75,46.5
250.0,417.0,-122.5,1819.125,1809.5,2508.0,-936.25,1827.125
126.0,489.0,-122.5,38.5,941.5,2940.0,-936.25,46.5
126.0,225.0,-137.5,38.5,941.5,1356.0,-1048.75,46.5
224.636363636,465.0,-107.5,1974.7,1631.95454545,2796.0,-823.75,1982.7
196.0,693.0,-55.0,4003.44,1431.5,4164.0,-430.0,4011.44
2226.0,939.0,-32.5,4700.5,15641.5,5640.0,-261.25,4708.5
126.0,264.0,-148.75,38.5,941.5,1590.0,-1133.125,46.5
168.0,375.0,-122.5,2508.94,1235.5,2256.0,-936.25,2516.94
133.0,387.0,-137.5,60.76,990.5,2328.0,-1048.75,68.76
126.0,369.0,-130.0,38.5,941.5,2220.0,-992.5,46.5
126.0,327.0,-118.75,38.5,941.5,1968.0,-908.125,46.5
126.0,285.0,-152.5,38.5,941.5,1716.0,-1161.25,46.5
126.0,375.0,-137.5,38.5,941.5,2256.0,-1048.75,46.5
480.9,1086.0,-10.0,13796.965,3425.8,6522.0,-92.5,13804.965
180.6,585.0,-32.5,1503.74,1323.7,3516.0,-261.25,1511.74
170.153846154,519.0,-107.5,638.4,1250.57692308,3120.0,-823.75,646.4
126.0,663.0,-62.5,38.5,941.5,3984.0,-486.25,46.5
140.0,411.0,-130.0,29581.09,1039.5,2472.0,-992.5,29589.09
140.0,726.0,-70.0,288.47,1039.5,4362.0,-542.5,296.47
126.0,663.0,-145.0,38.5,941.5,3984.0,-1105.0,46.5
126.0,357.0,-137.5,38.5,941.5,2148.0,-1048.75,46.5
129.5,426.0,-133.75,190.575,966.0,2562.0,-1020.625,198.575
245.0,522.0,-115.0,750.855,1774.5,3138.0,-880.0,758.855
126.0,291.0,-145.0,38.5,941.5,1752.0,-1105.0,46.5
147.0,753.0,-70.0,308.315,1088.5,4524.0,-542.5,316.315
145.133333333,381.0,-130.0,38.5,1075.43333333,2292.0,-992.5,46.5
178.5,417.0,-130.0,1746.57,1309.0,2508.0,-992.5,1754.57
203.0,501.0,-107.5,3211.74,1480.5,3012.0,-823.75,3219.74
204.166666667,441.0,-126.25,1180.305,1488.66666667,2652.0,-964.375,1188.305
126.0,405.0,-130.0,38.5,941.5,2436.0,-992.5,46.5
126.0,147.0,-167.5,38.5,941.5,888.0,-1273.75,46.5
126.0,375.0,-137.5,38.5,941.5,2256.0,-1048.75,46.5
126.0,351.0,-145.0,38.5,941.5,2112.0,-1105.0,46.5
126.0,213.0,-152.5,38.5,941.5,1284.0,-1161.25,46.5
133.0,639.0,-85.0,38.5,990.5,3840.0,-655.0,46.5
126.0,375.0,-130.0,38.5,941.5,2256.0,-992.5,46.5
869.4,1299.0,27.5,6513.15,6145.3,7800.0,188.75,6521.15
196.0,735.0,-77.5,3470.6,1431.5,4416.0,-598.75,3478.6
126.0,321.0,-152.5,38.5,941.5,1932.0,-1161.25,46.5
126.0,279.0,-152.5,38.5,941.5,1680.0,-1161.25,46.5
126.0,255.0,-152.5,38.5,941.5,1536.0,-1161.25,46.5
637.0,645.0,-92.5,339.99,4518.5,3876.0,-711.25,347.99
126.0,375.0,-130.0,38.5,941.5,2256.0,-992.5,46.5
725.9,531.0,-92.5,946.68,5140.8,3192.0,-711.25,954.68
315.0,477.0,-118.75,18473.315,2264.5,2868.0,-908.125,18481.315
133.0,387.0,-122.5,73.57,990.5,2328.0,-936.25,81.57
1806.0,375.0,-137.5,828.1,12701.5,2256.0,-1048.75,836.1
126.0,453.0,-107.5,38.5,941.5,2724.0,-823.75,46.5
140.0,453.0,-115.0,1361.92,1039.5,2724.0,-880.0,1369.92
154.0,537.0,-115.0,19459.44,1137.5,3228.0,-880.0,19467.44
126.0,363.0,-122.5,38.5,941.5,2184.0,-936.25,46.5
126.0,237.0,-137.5,38.5,941.5,1428.0,-1048.75,46.5
245.0,687.0,-100.0,12165.23,1774.5,4128.0,-767.5,12173.23
336.0,543.0,-103.75,5642.525,2411.5,3264.0,-795.625,5650.525
126.0,447.0,-122.5,38.5,941.5,2688.0,-936.25,46.5
133.0,507.0,-122.5,25290.3,990.5,3048.0,-936.25,25298.3
126.0,615.0,-92.5,38.5,941.5,3696.0,-711.25,46.5
172.25,468.0,-115.0,593.845,1265.25,2814.0,-880.0,601.845
126.0,555.0,-100.0,38.5,941.5,3336.0,-767.5,46.5
133.0,441.0,-126.25,38.5,990.5,2652.0,-964.375,46.5
287.0,459.0,-122.5,1668.45,2068.5,2760.0,-936.25,1676.45
126.0,429.0,-115.0,38.5,941.5,2580.0,-880.0,46.5
133.0,753.0,-70.0,4120.83,990.5,4524.0,-542.5,4128.83
140.0,621.0,-88.75,160.895,1039.5,3732.0,-683.125,168.895
161.0,567.0,-122.5,1292.2,1186.5,3408.0,-936.25,1300.2
258.125,450.0,-122.5,917.105,1866.375,2706.0,-936.25,925.105
126.0,363.0,-145.0,38.5,941.5,2184.0,-1105.0,46.5
177.333333333,567.0,-107.5,1257.83,1300.83333333,3408.0,-823.75,1265.83
133.0,489.0,-100.0,55.72,990.5,2940.0,-767.5,63.72
196.0,459.0,-47.5,4955.44,1431.5,2760.0,-373.75,4963.44
126.0,501.0,-115.0,38.5,941.5,3012.0,-880.0,46.5
192.5,459.0,-103.75,1939.21,1407.0,2760.0,-795.625,1947.21
168.0,339.0,-137.5,4297.72,1235.5,2040.0,-1048.75,4305.72
126.0,459.0,-122.5,38.5,941.5,2760.0,-936.25,46.5
154.0,801.0,-55.0,1302.98,1137.5,4812.0,-430.0,1310.98
130.666666667,576.0,-103.75,38.5,974.166666667,3462.0,-795.625,46.5
187.88,387.0,-130.0,2364.25,1374.66,2328.0,-992.5,2372.25
126.0,177.0,20.0,38.5,941.5,1068.0,132.5,46.5
560.0,1059.0,-32.5,24747.03,3979.5,6360.0,-261.25,24755.03
126.0,285.0,-152.5,38.5,941.5,1716.0,-1161.25,46.5
161.0,327.0,-137.5,1525.58,1186.5,1968.0,-1048.75,1533.58
126.0,693.0,-100.0,38.5,941.5,4164.0,-767.5,46.5
1001.0,891.0,-40.0,41056.05,7066.5,5352.0,-317.5,41064.05
147.0,747.0,-62.5,522.13,1088.5,4488.0,-486.25,530.13
126.0,435.0,-107.5,38.5,941.5,2616.0,-823.75,46.5
131.0,717.0,5.0,56.49,976.5,4308.0,20.0,64.49
126.0,189.0,-167.5,38.5,941.5,1140.0,-1273.75,46.5
137.2,381.0,-137.5,1686.16,1019.9,2292.0,-1048.75,1694.16
136.111111111,495.0,-115.0,170.8,1012.27777778,2976.0,-880.0,178.8
126.0,762.0,-107.5,38.5,941.5,4578.0,-823.75,46.5
126.0,519.0,-152.5,38.5,941.5,3120.0,-1161.25,46.5
226.8,579.0,-92.5,1976.87,1647.1,3480.0,-711.25,1984.87
126.0,225.0,-122.5,38.5,941.5,1356.0,-936.25,46.5
287.0,645.0,-92.5,3373.09,2068.5,3876.0,-711.25,3381.09
126.0,393.0,-137.5,38.5,941.5,2364.0,-1048.75,46.5
126.0,267.0,-152.5,38.5,941.5,1608.0,-1161.25,46.5
126.0,225.0,-160.0,38.5,941.5,1356.0,-1217.5,46.5
173.6,645.0,-100.0,6566.77,1274.7,3876.0,-767.5,6574.77
133.0,1011.0,-32.5,90.51,990.5,6072.0,-261.25,98.51
150.888888889,357.0,-145.0,512.05,1115.72222222,2148.0,-1105.0,520.05
126.0,267.0,-137.5,38.5,941.5,1608.0,-1048.75,46.5
126.0,417.0,-122.5,38.5,941.5,2508.0,-936.25,46.5
